card_id,area,number_rooms,furniture,condition,date
42Uvw,100,3,1,Авторский проект,2025-12-19
43Ntn,31,1,1,,2025-12-19
4fb5u,94,3,1,Авторский проект,2025-12-19
3RZHh,83,3,1,Евроремонт,2025-12-18
3hKns,56,2,1,Евроремонт,2025-12-18
4fb2o,75,3,1,Авторский проект,2025-12-19
4farP,37,1,1,Евроремонт,2025-12-19
4faV1,50,2,1,Авторский проект,2025-12-19
4faW9,50,2,0,Авторский проект,2025-12-19
2LUWg,100,4,1,Евроремонт,2025-12-19
4faTN,40,1,1,Евроремонт,2025-12-19
4eMGT,47,2,1,Авторский проект,2025-12-19
4f0XR,60,3,1,Евроремонт,2025-12-16
4f6PK,60,2,1,Евроремонт,2025-12-18
4faKp,12,1,0,,2025-12-19
2UjS9,70,2,1,Евроремонт,2025-12-19
4faJh,40,1,1,Авторский проект,2025-12-19
4eMvG,68,3,1,Евроремонт,2025-12-19
3GZhx,65,2,1,Авторский проект,2025-12-19
4faI0,44,1,1,Авторский проект,2025-12-19
3ZPfN,45,2,1,Авторский проект,2025-12-19
4faAE,56,2,1,Евроремонт,2025-12-19
4fazx,40,1,1,Евроремонт,2025-12-19
4fayU,45,1,1,Евроремонт,2025-12-19
4ak9N,52,2,1,Средний,2025-12-19
38qBb,52,2,1,Евроремонт,2025-12-19
4fawM,50,2,1,Средний,2025-12-19
4f8Hf,40,1,1,Евроремонт,2025-12-19
3fgWH,60,2,1,Средний,2025-12-19
3L5wQ,45,2,1,Авторский проект,2025-12-19
2QWDh,65,2,1,Евроремонт,2025-12-19
2SKgb,80,3,1,Евроремонт,2025-12-19
4eMbe,30,1,0,Евроремонт,2025-12-19
4faqg,63,3,1,Евроремонт,2025-12-19
4eMfx,44,2,1,Авторский проект,2025-12-19
4eMfq,60,2,1,,2025-12-19
4fai2,42,1,1,Авторский проект,2025-12-19
3KEOu,85,3,1,Евроремонт,2025-12-19
35g4D,60,2,1,Евроремонт,2025-12-19
46u7x,200,3,0,Средний,2025-12-19
4fa9B,45,2,1,Авторский проект,2025-12-19
4eM82,54,2,1,Евроремонт,2025-12-19
4facF,75,2,1,Средний,2025-12-19
3Y57w,60,2,1,,2025-12-19
4facf,45,1,1,Средний,2025-12-19
4fabV,44,2,1,Евроремонт,2025-12-19
4fa74,12,1,0,Средний,2025-12-19
3Y1C3,50,2,0,Средний,2025-12-19
4eUTV,44,2,1,,2025-12-19
4ezK4,110,3,1,Авторский проект,2025-12-19
41CvE,47,2,1,Евроремонт,2025-12-19
4ctgT,34,2,1,Авторский проект,2025-12-19
4bhBW,65,2,1,Евроремонт,2025-12-19
4eLQa,25,1,1,Средний,2025-12-19
4f9YJ,38,1,1,Евроремонт,2025-12-19
453rk,1,1,1,Средний,2025-12-19
4eLLg,48,2,1,,2025-12-19
4f9SM,55,2,0,Средний,2025-12-18
